smsid,publicationName,issn,issncut,eissn,scienceMetrixDomain,scienceMetrixField,scienceMetrixSubfield,scienceMatrixSubfieldId
"118480","The journal of poultry science","1346-7395","13467395","","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"118649","Theriogenology","0093-691X","0093691X","","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"114893","Tropical Animal Health and Production","0049-4747","00494747","1573-7438","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"111540","Turkish Journal of Veterinary and Animal Sciences","1300-0128","13000128","1303-6181","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"105103","Wool Technology and Sheep Breeding","0043-7875","00437875","","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"118682","World Rabbit Science","1257-5011","12575011","","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"116091","World's poultry science journal","0043-9339","00439339","","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"100547","Zivocisna Vyroba","0044-4847","00444847","","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"112331","Zuchtungskunde","0044-5401","00445401","","Applied Sciences","Agriculture, Fisheries & Forestry","Dairy & Animal Science","2"
"106506","Acta Ichthyologica et Piscatoria","0137-1592","01371592","1734-1515","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"130461","Acta Scientiarum - Biological and Health Sciences","1415-6814","14156814","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"121544","Advances in limnology","1612-166X","1612166X","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"111550","Aquacultural Engineering","0144-8609","01448609","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"116265","Aquaculture","0044-8486","00448486","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"111602","Aquaculture Economics & Management","1365-7305","13657305","1551-8663","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"119365","Aquaculture International","0967-6120","09676120","1573-143X","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"108967","Aquaculture Nutrition","1353-5773","13535773","1365-2095","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"112047","Aquaculture Research","1355-557X","1355557X","1365-2109","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"118107","Aquarium Sciences and Conservation","1357-5325","13575325","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"110657","Aquatic Living Resources","0990-7440","09907440","1765-2952","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"120275","Archive of Fishery and Marine Research","0944-1921","09441921","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"101496","BFPP : bulletin francais de la peche et de la protection des milieux aquatiques : bulletin francais de la peche et de la pisciculture","1297-6318","12976318","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"110786","Bulletin of the European Association of Fish Pathologists","0108-0288","01080288","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"102038","California Cooperative Oceanic Fisheries, Investigations Reports","0575-3317","05753317","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"116369","California fish and game","0008-1078","00081078","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"110503","Canadian Journal of Fisheries and Aquatic Sciences","0706-652X","0706652X","1205-7533","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"113194","Coastal Management","0892-0753","08920753","1521-0421","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"107937","Cybium","0399-0974","03990974","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"101458","Diseases of aquatic organisms","0177-5103","01775103","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"120171","Ecology of Freshwater Fish","0906-6691","09066691","1600-0633","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"120201","Environmental Biology of Fishes","0378-1909","03781909","1573-5133","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"116227","Fish and Fisheries","1467-2960","14672960","1467-2979","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"100255","Fish and Shellfish Immunology","1050-4648","10504648","1095-9947","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"111400","Fish Pathology","0388-788X","0388788X","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"123043","Fish Physiology","1546-5098","15465098","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"111030","Fish Physiology and Biochemistry","0920-1742","09201742","1573-5168","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"112643","Fisheries","0363-2415","03632415","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"102717","Fisheries Management & Ecology","0969-997X","0969997X","1365-2400","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"100243","Fisheries Oceanography","1054-6006","10546006","1365-2419","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"106655","Fisheries Research","0165-7836","01657836","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"103639","Fisheries Science","0919-9268","09199268","1444-2906","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"116281","Fishery bulletin (Washington, D.C. : 1971)","0090-0656","00900656","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"104988","ICES Journal of Marine Science: Journal du Conseil (Elsevier)","1054-3139","10543139","1095-9289","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"107215","Ichthyological Research","1341-8998","13418998","1616-3915","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"109971","Israeli Journal of Aquaculture - Bamidgeh","0792-156X","0792156X","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"117673","Japanese Journal of Ichthyology","0021-5090","00215090","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"107648","Journal of Applied Aquaculture","1045-4438","10454438","1545-0805","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"105854","Journal of Applied Ichthyology","0175-8659","01758659","1439-0426","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"104736","Journal of aquatic animal health","0899-7659","08997659","1548-8667","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"108388","Journal of Fish Biology","0022-1112","00221112","1095-8649","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"114451","Journal of Fish Diseases","0140-7775","01407775","1365-2761","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"117674","Journal of Great Lakes Research","0380-1330","03801330","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"122089","Journal of Ichthyology","0032-9452","00329452","1555-6425","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"106467","Journal of Northwest Atlantic Fishery Science","1813-1859","18131859","1682-9786","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"101672","Journal of Ocean University of China (English Edition)","1672-5182","16725182","1993-5021","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"111024","Journal of the World Aquaculture Society","0893-8849","08938849","1749-7345","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"109183","Marine Fisheries Review","0090-1830","00901830","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"120003","Marine Policy","0308-597X","0308597X","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"110454","NAFO Scientific Council Studies","0250-6432","02506432","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"112686","Neotropical ichthyology : official journal of the Sociedade Brasileira de Ictiologia","1679-6225","16796225","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"100106","Nippon Suisan Gakkai Shi. Bulletin Of The Japanese Society Of Scientific Fisheries","0021-5392","00215392","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"108394","North American Journal of Aquaculture","1522-2055","15222055","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"113212","North American Journal of Fisheries Management","0275-5947","02755947","1548-8675","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"112383","Ocean & Coastal Management","0964-5691","09645691","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"106999","Progressive Fish-Culturist","0033-0779","00330779","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"119399","Reviews in Fish Biology and Fisheries","0960-3166","09603166","1573-5184","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"114204","Reviews in Fisheries Science","1064-1262","10641262","9999-1262","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"101986","ScienceAsia : journal of the Science Society of Thailand","1513-1874","15131874","","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"100036","Transactions of the American Fisheries Society","0002-8487","00028487","1548-8659","Applied Sciences","Agriculture, Fisheries & Forestry","Fisheries","3"
"118894","Agro Food Industry Hi-Tech","1722-6996","17226996","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"124443","American Journal of Food Technology","1557-4571","15574571","1557-458X","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"112979","British Food Journal","0007-070X","0007070X","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"108132","Cereal chemistry","0009-0352","00090352","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"106700","Cereal Foods World","0146-6283","01466283","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"103212","Comprehensive Reviews in Food Science and Food Safety","","","1541-4337","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"110649","Czech Journal of Food Sciences","1212-1800","12121800","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"112179","Drying Technology","0737-3937","07373937","1532-2300","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"101874","European Food Research and Technology","1438-2377","14382377","1438-2385","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"105299","Flavour and Fragrance Journal","0882-5734","08825734","1099-1026","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"109552","Food Additives & Contaminants: Part A - Chemistry, Analysis, Control, Exposure & Risk Assessment","1944-0049","19440049","1944-0057","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"102154","Food and Bioproducts Processing","0960-3085","09603085","1744-3571","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"110652","Food and Chemical Toxicology","0278-6915","02786915","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"101769","Food Australia","1032-5298","10325298","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"106271","Food Biophysics","1557-1858","15571858","1557-1866","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"114014","Food Chemistry","0308-8146","03088146","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"112961","Food Control","0956-7135","09567135","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"107948","Food Hydrocolloids","0268-005X","0268005X","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"112419","Food Quality and Preference","0950-3293","09503293","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"115604","Food Research International","0963-9969","09639969","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"118376","Food Reviews International","8755-9129","87559129","1525-6103","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"120314","Food Science and Technology","1475-3324","14753324","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"113109","Food Science and Technology International","1082-0132","10820132","1532-1738","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"105284","Food science and technology research","1344-6606","13446606","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
"120684","Food technology","0015-6639","00156639","","Applied Sciences","Agriculture, Fisheries & Forestry","Food Science","4"
